track_uri,track,artist_uri,artist_info,artist_name,popularity,genre,album,track_popularity,features
spotify:track:1BrZwASv0NW4L61k4IJU3k,Don't Stop,spotify:artist:68KmkJeZGfwe1OUaivBa2L,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L'}, 'followers': {'href': None, 'total': 2358555}, 'genres': ['k-pop', 'k-pop boy group'], 'href': 'https://api.spotify.com/v1/artists/68KmkJeZGfwe1OUaivBa2L', 'id': '68KmkJeZGfwe1OUaivBa2L', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb01ce69b90bab706d5e2d69d7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517401ce69b90bab706d5e2d69d7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17801ce69b90bab706d5e2d69d7', 'width': 160}], 'name': 'ATEEZ', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:68KmkJeZGfwe1OUaivBa2L'}",ATEEZ,68,"['k-pop', 'k-pop boy group']",Don't Stop,61,"[{'danceability': 0.652, 'energy': 0.725, 'key': 8, 'loudness': -6.063, 'mode': 0, 'speechiness': 0.0942, 'acousticness': 0.0123, 'instrumentalness': 1.48e-05, 'liveness': 0.0888, 'valence': 0.75, 'tempo': 136.884, 'type': 'audio_features', 'id': '1BrZwASv0NW4L61k4IJU3k', 'uri': 'spotify:track:1BrZwASv0NW4L61k4IJU3k', 'track_href': 'https://api.spotify.com/v1/tracks/1BrZwASv0NW4L61k4IJU3k', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1BrZwASv0NW4L61k4IJU3k', 'duration_ms': 190302, 'time_signature': 4}]"
spotify:track:2NlTJ3Jf6skIJfTD0oJatY,Beautiful Breakup,spotify:artist:24czKkgx0KoQ239m9tvDyk,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/24czKkgx0KoQ239m9tvDyk'}, 'followers': {'href': None, 'total': 9831}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/24czKkgx0KoQ239m9tvDyk', 'id': '24czKkgx0KoQ239m9tvDyk', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273db75f79423876a54e271a3a5', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02db75f79423876a54e271a3a5', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485188a9e891866062eab28f0b08', 'width': 64}], 'name': 'LUNA', 'popularity': 31, 'type': 'artist', 'uri': 'spotify:artist:24czKkgx0KoQ239m9tvDyk'}",LUNA,31,[],Beautiful Breakup,44,"[{'danceability': 0.659, 'energy': 0.708, 'key': 1, 'loudness': -3.446, 'mode': 0, 'speechiness': 0.0369, 'acousticness': 0.00866, 'instrumentalness': 0, 'liveness': 0.342, 'valence': 0.45, 'tempo': 93.98, 'type': 'audio_features', 'id': '2NlTJ3Jf6skIJfTD0oJatY', 'uri': 'spotify:track:2NlTJ3Jf6skIJfTD0oJatY', 'track_href': 'https://api.spotify.com/v1/tracks/2NlTJ3Jf6skIJfTD0oJatY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/2NlTJ3Jf6skIJfTD0oJatY', 'duration_ms': 247400, 'time_signature': 4}]"
spotify:track:3hmjSgK0gSytIf3sbCFShk,Pity Party,spotify:artist:2YXlVLKq3X3soXd2aXUtIT,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2YXlVLKq3X3soXd2aXUtIT'}, 'followers': {'href': None, 'total': 582192}, 'genres': ['k-pop'], 'href': 'https://api.spotify.com/v1/artists/2YXlVLKq3X3soXd2aXUtIT', 'id': '2YXlVLKq3X3soXd2aXUtIT', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc9ade2ab9cb48ce06d36aa6f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c9ade2ab9cb48ce06d36aa6f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c9ade2ab9cb48ce06d36aa6f', 'width': 160}], 'name': 'JAMIE', 'popularity': 55, 'type': 'artist', 'uri': 'spotify:artist:2YXlVLKq3X3soXd2aXUtIT'}",JAMIE,55,['k-pop'],Pity Party,60,"[{'danceability': 0.73, 'energy': 0.792, 'key': 0, 'loudness': -4.321, 'mode': 0, 'speechiness': 0.0411, 'acousticness': 0.0933, 'instrumentalness': 3.05e-06, 'liveness': 0.418, 'valence': 0.749, 'tempo': 124.988, 'type': 'audio_features', 'id': '3hmjSgK0gSytIf3sbCFShk', 'uri': 'spotify:track:3hmjSgK0gSytIf3sbCFShk', 'track_href': 'https://api.spotify.com/v1/tracks/3hmjSgK0gSytIf3sbCFShk', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3hmjSgK0gSytIf3sbCFShk', 'duration_ms': 190680, 'time_signature': 4}]"
spotify:track:1A3T3npKsrElQTjTEcr3LR,Shivers (feat. Jessi & SUNMI),spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V'}, 'followers': {'href': None, 'total': 98900723}, 'genres': ['pop', 'uk pop'], 'href': 'https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V', 'id': '6eUKZXaKkcviH0Ku9w2n3V', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb12a2ef08d00dd7451a6dbed6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517412a2ef08d00dd7451a6dbed6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17812a2ef08d00dd7451a6dbed6', 'width': 160}], 'name': 'Ed Sheeran', 'popularity': 90, 'type': 'artist', 'uri': 'spotify:artist:6eUKZXaKkcviH0Ku9w2n3V'}",Ed Sheeran,90,"['pop', 'uk pop']",Shivers (feat. Jessi & SUNMI),63,"[{'danceability': 0.739, 'energy': 0.873, 'key': 2, 'loudness': -2.595, 'mode': 1, 'speechiness': 0.0878, 'acousticness': 0.268, 'instrumentalness': 0, 'liveness': 0.0454, 'valence': 0.863, 'tempo': 141.026, 'type': 'audio_features', 'id': '1A3T3npKsrElQTjTEcr3LR', 'uri': 'spotify:track:1A3T3npKsrElQTjTEcr3LR', 'track_href': 'https://api.spotify.com/v1/tracks/1A3T3npKsrElQTjTEcr3LR', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1A3T3npKsrElQTjTEcr3LR', 'duration_ms': 207867, 'time_signature': 4}]"
spotify:track:6poVmpGU3y3jj1Z9xbbbH4,"Weapon (With Newnion, FLOOR) (Prod.Czaer)",spotify:artist:2KC9Qb60EaY0kW4eH68vr3,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2KC9Qb60EaY0kW4eH68vr3'}, 'followers': {'href': None, 'total': 4315143}, 'genres': ['k-pop girl group'], 'href': 'https://api.spotify.com/v1/artists/2KC9Qb60EaY0kW4eH68vr3', 'id': '2KC9Qb60EaY0kW4eH68vr3', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebaa28abbc6d04ccd22c8ae3b5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174aa28abbc6d04ccd22c8ae3b5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178aa28abbc6d04ccd22c8ae3b5', 'width': 160}], 'name': 'ITZY', 'popularity': 71, 'type': 'artist', 'uri': 'spotify:artist:2KC9Qb60EaY0kW4eH68vr3'}",ITZY,71,['k-pop girl group'],Street Dance Girls Fighter(SGF) Special,63,"[{'danceability': 0.575, 'energy': 0.931, 'key': 9, 'loudness': -1.628, 'mode': 1, 'speechiness': 0.0867, 'acousticness': 0.0162, 'instrumentalness': 1.44e-06, 'liveness': 0.417, 'valence': 0.521, 'tempo': 168.024, 'type': 'audio_features', 'id': '6poVmpGU3y3jj1Z9xbbbH4', 'uri': 'spotify:track:6poVmpGU3y3jj1Z9xbbbH4', 'track_href': 'https://api.spotify.com/v1/tracks/6poVmpGU3y3jj1Z9xbbbH4', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6poVmpGU3y3jj1Z9xbbbH4', 'duration_ms': 220653, 'time_signature': 4}]"
spotify:track:4zCIxSnVWpGNghERX4uWZF,SMILEY(Feat. BIBI),spotify:artist:49muoiIu4uea4PO8vueUNN,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/49muoiIu4uea4PO8vueUNN'}, 'followers': {'href': None, 'total': 134282}, 'genres': ['k-pop'], 'href': 'https://api.spotify.com/v1/artists/49muoiIu4uea4PO8vueUNN', 'id': '49muoiIu4uea4PO8vueUNN', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a435b6276480ed558eece0fd', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a435b6276480ed558eece0fd', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a435b6276480ed558eece0fd', 'width': 64}], 'name': 'YENA', 'popularity': 52, 'type': 'artist', 'uri': 'spotify:artist:49muoiIu4uea4PO8vueUNN'}",YENA,52,['k-pop'],ˣ‿ˣ (SMiLEY),70,"[{'danceability': 0.652, 'energy': 0.91, 'key': 9, 'loudness': -3.444, 'mode': 1, 'speechiness': 0.134, 'acousticness': 0.0963, 'instrumentalness': 1.25e-05, 'liveness': 0.093, 'valence': 0.82, 'tempo': 155.967, 'type': 'audio_features', 'id': '4zCIxSnVWpGNghERX4uWZF', 'uri': 'spotify:track:4zCIxSnVWpGNghERX4uWZF', 'track_href': 'https://api.spotify.com/v1/tracks/4zCIxSnVWpGNghERX4uWZF', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/4zCIxSnVWpGNghERX4uWZF', 'duration_ms': 173413, 'time_signature': 4}]"
spotify:track:5CPEXVOzqhFlZN77l94S86,when u need me.,spotify:artist:3vNisYibo8wFyD4wxIbSbn,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3vNisYibo8wFyD4wxIbSbn'}, 'followers': {'href': None, 'total': 9688}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/3vNisYibo8wFyD4wxIbSbn', 'id': '3vNisYibo8wFyD4wxIbSbn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebc0a337d04e3512ca0a91de32', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174c0a337d04e3512ca0a91de32', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178c0a337d04e3512ca0a91de32', 'width': 160}], 'name': 'will hyde', 'popularity': 45, 'type': 'artist', 'uri': 'spotify:artist:3vNisYibo8wFyD4wxIbSbn'}",will hyde,45,[],nothing ever changes.,51,"[{'danceability': 0.626, 'energy': 0.601, 'key': 8, 'loudness': -7.455, 'mode': 1, 'speechiness': 0.24, 'acousticness': 0.157, 'instrumentalness': 1.38e-05, 'liveness': 0.133, 'valence': 0.272, 'tempo': 166.026, 'type': 'audio_features', 'id': '5CPEXVOzqhFlZN77l94S86', 'uri': 'spotify:track:5CPEXVOzqhFlZN77l94S86', 'track_href': 'https://api.spotify.com/v1/tracks/5CPEXVOzqhFlZN77l94S86', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5CPEXVOzqhFlZN77l94S86', 'duration_ms': 231518, 'time_signature': 4}]"
spotify:track:5ljGBxXb9LthJK0rW61G6X,Ruby,spotify:artist:4TdiASPlU3QdZvGQBothcQ,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4TdiASPlU3QdZvGQBothcQ'}, 'followers': {'href': None, 'total': 84767}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/4TdiASPlU3QdZvGQBothcQ', 'id': '4TdiASPlU3QdZvGQBothcQ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebca74dea50ca23f046c909060', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ca74dea50ca23f046c909060', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ca74dea50ca23f046c909060', 'width': 160}], 'name': 'WOOZI', 'popularity': 42, 'type': 'artist', 'uri': 'spotify:artist:4TdiASPlU3QdZvGQBothcQ'}",WOOZI,42,[],Ruby,60,"[{'danceability': 0.453, 'energy': 0.884, 'key': 5, 'loudness': -5.042, 'mode': 0, 'speechiness': 0.0896, 'acousticness': 0.0311, 'instrumentalness': 0, 'liveness': 0.334, 'valence': 0.38, 'tempo': 145.023, 'type': 'audio_features', 'id': '5ljGBxXb9LthJK0rW61G6X', 'uri': 'spotify:track:5ljGBxXb9LthJK0rW61G6X', 'track_href': 'https://api.spotify.com/v1/tracks/5ljGBxXb9LthJK0rW61G6X', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/5ljGBxXb9LthJK0rW61G6X', 'duration_ms': 163733, 'time_signature': 4}]"
spotify:track:1hqukerMJf9N1qHo2sijii,To Life,spotify:artist:4XDi67ZENZcbfKnvMnTYsI,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4XDi67ZENZcbfKnvMnTYsI'}, 'followers': {'href': None, 'total': 1735325}, 'genres': ['k-pop', 'k-rap', 'korean r&b'], 'href': 'https://api.spotify.com/v1/artists/4XDi67ZENZcbfKnvMnTYsI', 'id': '4XDi67ZENZcbfKnvMnTYsI', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb94c15f56ef780bb899162e92', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517494c15f56ef780bb899162e92', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17894c15f56ef780bb899162e92', 'width': 160}], 'name': 'Jay Park', 'popularity': 66, 'type': 'artist', 'uri': 'spotify:artist:4XDi67ZENZcbfKnvMnTYsI'}",Jay Park,66,"['k-pop', 'k-rap', 'korean r&b']",To Life,52,"[{'danceability': 0.599, 'energy': 0.798, 'key': 2, 'loudness': -6.429, 'mode': 0, 'speechiness': 0.137, 'acousticness': 0.174, 'instrumentalness': 0, 'liveness': 0.156, 'valence': 0.591, 'tempo': 133.544, 'type': 'audio_features', 'id': '1hqukerMJf9N1qHo2sijii', 'uri': 'spotify:track:1hqukerMJf9N1qHo2sijii', 'track_href': 'https://api.spotify.com/v1/tracks/1hqukerMJf9N1qHo2sijii', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1hqukerMJf9N1qHo2sijii', 'duration_ms': 191492, 'time_signature': 4}]"
spotify:track:3QD0Y1tTngihByjdWC99lG,Killing Me,spotify:artist:2PSJ6YriU7JsFucxACpU7Y,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2PSJ6YriU7JsFucxACpU7Y'}, 'followers': {'href': None, 'total': 1905792}, 'genres': ['k-pop'], 'href': 'https://api.spotify.com/v1/artists/2PSJ6YriU7JsFucxACpU7Y', 'id': '2PSJ6YriU7JsFucxACpU7Y', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb38223676d9bc0d2de9676968', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517438223676d9bc0d2de9676968', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17838223676d9bc0d2de9676968', 'width': 160}], 'name': 'CHUNG HA', 'popularity': 60, 'type': 'artist', 'uri': 'spotify:artist:2PSJ6YriU7JsFucxACpU7Y'}",CHUNG HA,60,['k-pop'],Killing Me,65,"[{'danceability': 0.722, 'energy': 0.851, 'key': 10, 'loudness': -2.589, 'mode': 1, 'speechiness': 0.264, 'acousticness': 0.35, 'instrumentalness': 0, 'liveness': 0.0661, 'valence': 0.763, 'tempo': 122.012, 'type': 'audio_features', 'id': '3QD0Y1tTngihByjdWC99lG', 'uri': 'spotify:track:3QD0Y1tTngihByjdWC99lG', 'track_href': 'https://api.spotify.com/v1/tracks/3QD0Y1tTngihByjdWC99lG', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/3QD0Y1tTngihByjdWC99lG', 'duration_ms': 164053, 'time_signature': 4}]"
spotify:track:6WXPFH6mNO8rvVnKeD5DX7,Heartbreak,spotify:artist:08uRwDeNv1d7FSwlOUZdSn,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/08uRwDeNv1d7FSwlOUZdSn'}, 'followers': {'href': None, 'total': 103310}, 'genres': [], 'href': 'https://api.spotify.com/v1/artists/08uRwDeNv1d7FSwlOUZdSn', 'id': '08uRwDeNv1d7FSwlOUZdSn', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb9aad51faa9340e5a0ee3c51e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051749aad51faa9340e5a0ee3c51e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1789aad51faa9340e5a0ee3c51e', 'width': 160}], 'name': 'MINHO', 'popularity': 33, 'type': 'artist', 'uri': 'spotify:artist:08uRwDeNv1d7FSwlOUZdSn'}",MINHO,33,[],Heartbreak,51,"[{'danceability': 0.603, 'energy': 0.805, 'key': 11, 'loudness': -4.012, 'mode': 0, 'speechiness': 0.131, 'acousticness': 0.0675, 'instrumentalness': 0.0078, 'liveness': 0.0922, 'valence': 0.599, 'tempo': 193.968, 'type': 'audio_features', 'id': '6WXPFH6mNO8rvVnKeD5DX7', 'uri': 'spotify:track:6WXPFH6mNO8rvVnKeD5DX7', 'track_href': 'https://api.spotify.com/v1/tracks/6WXPFH6mNO8rvVnKeD5DX7', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6WXPFH6mNO8rvVnKeD5DX7', 'duration_ms': 204333, 'time_signature': 4}]"
spotify:track:6rVCUwfnuYTAsX4P9fIdIu,Dreams Come True,spotify:artist:6YVMFz59CuY7ngCxTxjpxE,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6YVMFz59CuY7ngCxTxjpxE'}, 'followers': {'href': None, 'total': 2099717}, 'genres': ['k-pop girl group'], 'href': 'https://api.spotify.com/v1/artists/6YVMFz59CuY7ngCxTxjpxE', 'id': '6YVMFz59CuY7ngCxTxjpxE', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb556c462c38083c169b3850f7', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174556c462c38083c169b3850f7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178556c462c38083c169b3850f7', 'width': 160}], 'name': 'aespa', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:6YVMFz59CuY7ngCxTxjpxE'}",aespa,70,['k-pop girl group'],Dreams Come True - SM STATION,75,"[{'danceability': 0.686, 'energy': 0.901, 'key': 0, 'loudness': -0.21, 'mode': 1, 'speechiness': 0.0614, 'acousticness': 0.0699, 'instrumentalness': 0, 'liveness': 0.306, 'valence': 0.571, 'tempo': 98.977, 'type': 'audio_features', 'id': '6rVCUwfnuYTAsX4P9fIdIu', 'uri': 'spotify:track:6rVCUwfnuYTAsX4P9fIdIu', 'track_href': 'https://api.spotify.com/v1/tracks/6rVCUwfnuYTAsX4P9fIdIu', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6rVCUwfnuYTAsX4P9fIdIu', 'duration_ms': 204933, 'time_signature': 4}]"
spotify:track:42wkZTMDrlzWGth9akHF0p,TANG!♡,spotify:artist:3ytV7vc4ZuwGgwaOuWvkk8,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3ytV7vc4ZuwGgwaOuWvkk8'}, 'followers': {'href': None, 'total': 973776}, 'genres': ['k-pop', 'k-rap'], 'href': 'https://api.spotify.com/v1/artists/3ytV7vc4ZuwGgwaOuWvkk8', 'id': '3ytV7vc4ZuwGgwaOuWvkk8', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb54599c59179e36c97d5f1fa5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517454599c59179e36c97d5f1fa5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17854599c59179e36c97d5f1fa5', 'width': 160}], 'name': 'MINO', 'popularity': 54, 'type': 'artist', 'uri': 'spotify:artist:3ytV7vc4ZuwGgwaOuWvkk8'}",MINO,54,"['k-pop', 'k-rap']",TO INFINITY.,52,"[{'danceability': 0.709, 'energy': 0.701, 'key': 9, 'loudness': -5.027, 'mode': 0, 'speechiness': 0.11, 'acousticness': 0.14, 'instrumentalness': 0, 'liveness': 0.064, 'valence': 0.638, 'tempo': 167.769, 'type': 'audio_features', 'id': '42wkZTMDrlzWGth9akHF0p', 'uri': 'spotify:track:42wkZTMDrlzWGth9akHF0p', 'track_href': 'https://api.spotify.com/v1/tracks/42wkZTMDrlzWGth9akHF0p', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/42wkZTMDrlzWGth9akHF0p', 'duration_ms': 178186, 'time_signature': 4}]"
spotify:track:0Vu5tjvXZX3qtzRiezxLi1,Pirate,spotify:artist:3ZZzT0naD25RhY2uZvIKkJ,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3ZZzT0naD25RhY2uZvIKkJ'}, 'followers': {'href': None, 'total': 1519229}, 'genres': ['k-pop', 'k-pop girl group'], 'href': 'https://api.spotify.com/v1/artists/3ZZzT0naD25RhY2uZvIKkJ', 'id': '3ZZzT0naD25RhY2uZvIKkJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb63cc88daba8709af04c3d6ed', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517463cc88daba8709af04c3d6ed', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17863cc88daba8709af04c3d6ed', 'width': 160}], 'name': 'EVERGLOW', 'popularity': 61, 'type': 'artist', 'uri': 'spotify:artist:3ZZzT0naD25RhY2uZvIKkJ'}",EVERGLOW,61,"['k-pop', 'k-pop girl group']",Return of The Girl,68,"[{'danceability': 0.683, 'energy': 0.685, 'key': 7, 'loudness': -5.381, 'mode': 1, 'speechiness': 0.0425, 'acousticness': 0.00195, 'instrumentalness': 0, 'liveness': 0.0582, 'valence': 0.381, 'tempo': 129.993, 'type': 'audio_features', 'id': '0Vu5tjvXZX3qtzRiezxLi1', 'uri': 'spotify:track:0Vu5tjvXZX3qtzRiezxLi1', 'track_href': 'https://api.spotify.com/v1/tracks/0Vu5tjvXZX3qtzRiezxLi1', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/0Vu5tjvXZX3qtzRiezxLi1', 'duration_ms': 210013, 'time_signature': 4}]"
spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,ELEVEN,spotify:artist:6RHTUrRF63xao58xh9FXYJ,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6RHTUrRF63xao58xh9FXYJ'}, 'followers': {'href': None, 'total': 744299}, 'genres': ['k-pop', 'k-pop girl group'], 'href': 'https://api.spotify.com/v1/artists/6RHTUrRF63xao58xh9FXYJ', 'id': '6RHTUrRF63xao58xh9FXYJ', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba011333f6f4e7043afef8b19', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a011333f6f4e7043afef8b19', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a011333f6f4e7043afef8b19', 'width': 160}], 'name': 'IVE', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:6RHTUrRF63xao58xh9FXYJ'}",IVE,70,"['k-pop', 'k-pop girl group']",ELEVEN,81,"[{'danceability': 0.828, 'energy': 0.731, 'key': 9, 'loudness': -3.033, 'mode': 1, 'speechiness': 0.111, 'acousticness': 0.0617, 'instrumentalness': 0, 'liveness': 0.048, 'valence': 0.587, 'tempo': 119.978, 'type': 'audio_features', 'id': '7n2FZQsaLb7ZRfRPfEeIvr', 'uri': 'spotify:track:7n2FZQsaLb7ZRfRPfEeIvr', 'track_href': 'https://api.spotify.com/v1/tracks/7n2FZQsaLb7ZRfRPfEeIvr', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/7n2FZQsaLb7ZRfRPfEeIvr', 'duration_ms': 178453, 'time_signature': 4}]"
spotify:track:1XyzcGhmO7iUamSS94XfqY,The Feels,spotify:artist:7n2Ycct7Beij7Dj7meI4X0,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2Ycct7Beij7Dj7meI4X0'}, 'followers': {'href': None, 'total': 13868082}, 'genres': ['k-pop', 'k-pop girl group'], 'href': 'https://api.spotify.com/v1/artists/7n2Ycct7Beij7Dj7meI4X0', 'id': '7n2Ycct7Beij7Dj7meI4X0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb464ef353e1a7c72f67de8158', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174464ef353e1a7c72f67de8158', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178464ef353e1a7c72f67de8158', 'width': 160}], 'name': 'TWICE', 'popularity': 79, 'type': 'artist', 'uri': 'spotify:artist:7n2Ycct7Beij7Dj7meI4X0'}",TWICE,79,"['k-pop', 'k-pop girl group']",The Feels,30,"[{'danceability': 0.808, 'energy': 0.903, 'key': 9, 'loudness': -2.179, 'mode': 1, 'speechiness': 0.0729, 'acousticness': 0.0899, 'instrumentalness': 0, 'liveness': 0.0816, 'valence': 0.922, 'tempo': 120.044, 'type': 'audio_features', 'id': '1XyzcGhmO7iUamSS94XfqY', 'uri': 'spotify:track:1XyzcGhmO7iUamSS94XfqY', 'track_href': 'https://api.spotify.com/v1/tracks/1XyzcGhmO7iUamSS94XfqY', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/1XyzcGhmO7iUamSS94XfqY', 'duration_ms': 198053, 'time_signature': 4}]"
spotify:track:6LnEoRQKMcaFTR5UvaKuBy,Rock with you,spotify:artist:7nqOGRxlXj7N2JYbgNEjYH,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7nqOGRxlXj7N2JYbgNEjYH'}, 'followers': {'href': None, 'total': 6985537}, 'genres': ['k-pop', 'k-pop boy group'], 'href': 'https://api.spotify.com/v1/artists/7nqOGRxlXj7N2JYbgNEjYH', 'id': '7nqOGRxlXj7N2JYbgNEjYH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6527507393fc6fdfa2bd0982', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746527507393fc6fdfa2bd0982', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786527507393fc6fdfa2bd0982', 'width': 160}], 'name': 'SEVENTEEN', 'popularity': 77, 'type': 'artist', 'uri': 'spotify:artist:7nqOGRxlXj7N2JYbgNEjYH'}",SEVENTEEN,77,"['k-pop', 'k-pop boy group']",SEVENTEEN 9th Mini Album 'Attacca',74,"[{'danceability': 0.621, 'energy': 0.816, 'key': 11, 'loudness': -5.242, 'mode': 1, 'speechiness': 0.104, 'acousticness': 0.0966, 'instrumentalness': 0, 'liveness': 0.134, 'valence': 0.694, 'tempo': 163.966, 'type': 'audio_features', 'id': '6LnEoRQKMcaFTR5UvaKuBy', 'uri': 'spotify:track:6LnEoRQKMcaFTR5UvaKuBy', 'track_href': 'https://api.spotify.com/v1/tracks/6LnEoRQKMcaFTR5UvaKuBy', 'analysis_url': 'https://api.spotify.com/v1/audio-analysis/6LnEoRQKMcaFTR5UvaKuBy', 'duration_ms': 180360, 'time_signature': 4}]"
